analyte	age_pval	age_pval.adj	bmi_pval	bmi_pval.adj	education_NCIMD_pval	education_NCIMD_pval.adj	aspirin_pval	aspirin_pval.adj	smoke_pval	smoke_pval.adj	diabetes_pval	diabetes_pval.adj	PSA_pval	PSA_pval.adj
MCP4	0.0515614525516043	0.180465083930615	0.26757503473784	0.624341747721627	0.760856702571817	0.955595862713342	0.888628582792178	0.955595862713342	0.417737485609403	0.731040599816455	0.0269541463209266	0.180465083930615	0.955595862713342	0.955595862713342
TRAIL	0.167172570666124	0.70216530206846	0.748495808889835	0.871100542889585	0.871100542889585	0.871100542889585	0.844253570814965	0.871100542889585	0.732554212570398	0.871100542889585	0.200618657733846	0.70216530206846	0.691574077922707	0.871100542889585
CXCL9	1.17723175613248e-08	8.24062229292735e-08	0.0654254772766529	0.152659446978857	0.941224362511548	0.941224362511548	0.322008108250275	0.450811351550385	0.275314871555621	0.450811351550385	0.0046797689253846	0.0163791912388461	0.7238443745838	0.844485103681101
CAIX	0.000557138528046428	0.001299989898775	5.07307264577674e-05	0.000177557542602186	0.578297982784251	0.578297982784251	0.0433236612686856	0.0758164072201997	0.391501897738407	0.456752214028141	1.68122535236724e-05	0.000117685774665707	0.344840450519992	0.456752214028141
ADA	0.342685403413239	0.479759564778534	0.159962546623244	0.448738787021233	0.126317180995892	0.448738787021233	0.81134878626205	0.825313179343821	0.256422164012133	0.448738787021233	0.197808153800489	0.448738787021233	0.825313179343821	0.825313179343821
Gal9	0.00121923313546811	0.0042673159741384	0.0044728704432863	0.0104366977010014	0.351263834500089	0.451249367208975	0.619024802654467	0.619024802654467	0.386785171893407	0.451249367208975	8.21935720528565e-05	0.000575355004369995	0.138401012286918	0.242201771502107
VEGFR2	7.74625631847691e-05	0.000542237942293384	0.112276152223945	0.279689667630604	0.635229522031126	0.741101109036313	0.767428935165735	0.767428935165735	0.119867000413116	0.279689667630604	0.4574899393918	0.741101109036313	0.571071992615713	0.741101109036313
CD40	0.00654881389018887	0.0458416972313221	0.286227397204017	0.667863926809373	0.607636760132943	0.925566745758038	0.871048461854542	0.925566745758038	0.925566745758038	0.925566745758038	0.281490236201655	0.667863926809373	0.812717838634156	0.925566745758038
IL18	0.423857770496651	0.593400878695312	0.783617470362009	0.783617470362009	0.00708934448317185	0.049625411382203	0.0520713431014851	0.182249700855198	0.552361640495126	0.644421913910981	0.248208839988121	0.434365469979212	0.113816927322295	0.26557283041869
GZMH	0.0825373853640784	0.302291549306351	0.0863690140875289	0.302291549306351	0.740244971681546	0.769054035253608	0.142480796816107	0.332455192570917	0.769054035253608	0.769054035253608	0.604856541019395	0.769054035253608	0.759906749787932	0.769054035253608
CXCL1	0.152373211850764	0.533306241477674	0.482613299213814	0.844573273624175	0.340161588699667	0.793710373632556	0.809797648341888	0.896886211148568	0.709443355453382	0.896886211148568	0.896886211148568	0.896886211148568	0.141926274041383	0.533306241477674
TNFSF14	0.27537006111158	0.525404440570633	0.142897404240791	0.50173854743558	0.831615663621149	0.831615663621149	0.14335387069588	0.50173854743558	0.776830459867818	0.831615663621149	0.43650620901246	0.611108692617444	0.300231108897505	0.525404440570633
TWEAK	0.0874499169368741	0.306074709279059	0.832453515840164	0.832453515840164	0.810138593688947	0.832453515840164	0.680632080200122	0.832453515840164	0.000504727611080662	0.00353309327756463	0.159531628991018	0.372240467645708	0.479852972996698	0.832453515840164
PDGFsubunitB	0.151407478996968	0.439436796751367	0.310824297855845	0.543942521247729	0.816489437573293	0.816489437573293	0.653534382206872	0.76245677924135	0.546278663537969	0.76245677924135	0.154059643486528	0.439436796751367	0.188330055750586	0.439436796751367
PDCD1	0.00934139146177389	0.0653897402324173	0.594223762919398	0.7213778734346	0.832424750008242	0.832424750008242	0.222634152010027	0.389609766017546	0.618323891515372	0.7213778734346	0.0382277363756503	0.133797077314776	0.199311235504495	0.389609766017546
FASLG	0.373333100336488	0.491738712264595	0.949080649098066	0.949080649098066	0.421490324798224	0.491738712264595	0.106376538806686	0.3723178858234	0.00812251090918068	0.0568575763642648	0.342871060119559	0.491738712264595	0.271548429677109	0.491738712264595
MCP2	0.182457569720475	0.638601494021663	0.0400674464506087	0.280472125154261	0.943203848347453	0.943203848347453	0.86833728739205	0.943203848347453	0.915419771802027	0.943203848347453	0.763278209830586	0.943203848347453	0.801364583594248	0.943203848347453
CCL4	0.0871537198170497	0.305038019359674	0.245280863548926	0.474288833858638	0.271022190776365	0.474288833858638	0.0189357220996063	0.132550054697244	0.619551066605122	0.722809577705976	0.875495498289341	0.875495498289341	0.556242594638222	0.722809577705976
Gal1	3.3759852849183e-08	2.36318969944281e-07	4.38992491001429e-06	1.536473718505e-05	0.23827673250165	0.416984281877887	0.457792376235886	0.64090932673024	0.557415967770636	0.650318629065742	0.0467484886873029	0.10907980693704	0.672875088409287	0.672875088409287
PDL1	0.386760956363484	0.902442231514797	0.98356022816382	0.98356022816382	0.974506064089529	0.98356022816382	0.345192671715434	0.902442231514797	0.632182681378813	0.98356022816382	0.00618952725257555	0.0433266907680289	0.871151358328804	0.98356022816382
CD27	0.000190871845740613	0.000668051460092146	0.556469499702757	0.795393823649012	0.730646040900631	0.795393823649012	0.60341345191838	0.795393823649012	0.0721425328751945	0.168332576708787	7.58517526932567e-07	5.30962268852797e-06	0.795393823649012	0.795393823649012
HGF	1.60438362636393e-05	0.000112306853845475	0.000184937866319264	0.000647282532117425	0.198426725401063	0.287391503244664	0.557812668745401	0.650781446869635	0.137991706341467	0.287391503244664	0.20527964517476	0.287391503244664	0.692789559999144	0.692789559999144
GZMA	0.148750422242097	0.520076947536247	0.554357974247377	0.646750969955273	0.269722623803403	0.520076947536247	0.500923280961398	0.646750969955273	0.711056865940569	0.711056865940569	0.136343018047274	0.520076947536247	0.297186827163569	0.520076947536247
HO1	0.21984119453654	0.663866476645432	0.0837248955512052	0.586074268858436	0.535742301032839	0.663866476645432	0.466798906209352	0.663866476645432	0.569028408553227	0.663866476645432	0.707865745110364	0.707865745110364	0.3586504805983	0.663866476645432
CX3CL1	2.11976084913214e-05	0.00014838325943925	0.0496561615380056	0.115864376922013	0.274755200805297	0.384657281127416	0.363986597025227	0.424651029862764	0.607133001625716	0.607133001625716	0.000171934221810564	0.000601769776336976	0.247977962303381	0.384657281127416
CD70	0.217423836440837	0.76098342754293	0.793672064343232	0.925950741733771	0.431971397550487	0.925950741733771	0.727215156409402	0.925950741733771	0.99565750201079	0.99565750201079	0.606440709563625	0.925950741733771	0.0860018547528978	0.602012983270284
TNFRSF12A	1.3928163603053e-05	9.74971452213707e-05	0.706746003616786	0.910011738264425	0.910011738264425	0.910011738264425	0.888135571009411	0.910011738264425	0.261376055302006	0.609877462371348	3.68812103015328e-05	0.000129084236055365	0.783787818037158	0.910011738264425
CCL23	0.00650194755143801	0.0258373527043489	0.645390272892104	0.752955318374121	0.97335253394377	0.97335253394377	0.104243668711585	0.243235226993699	0.57532807378852	0.752955318374121	0.00738210077267112	0.0258373527043489	0.254435891366567	0.445262809891492
CD5	0.504906393588362	0.881165616727059	0.671393623648405	0.881165616727059	0.755284814337479	0.881165616727059	0.947876514111661	0.947876514111661	0.748211751536489	0.881165616727059	0.0116517870519502	0.0815625093636514	0.523174030224172	0.881165616727059
CCL3	0.0457424032286592	0.320196822600615	0.611722558500619	0.785502980760796	0.67328826922354	0.785502980760796	0.608652711357706	0.785502980760796	0.785710927150185	0.785710927150185	0.401982844529868	0.785502980760796	0.444746140824317	0.785502980760796
MMP7	5.5062217351803e-09	3.85435521462621e-08	0.350932780016606	0.40942157668604	0.172389006304376	0.301680761032658	0.243913624898705	0.341479074858187	0.0446044791227402	0.10407711795306	1.49263520611282e-05	5.22422322139488e-05	0.708950986033464	0.708950986033464
NCR1	0.00059076210819655	0.00206766737868793	0.390270232761199	0.544434424405094	0.466658078061509	0.544434424405094	0.838574243885836	0.838574243885836	0.105559264570855	0.246304950665329	5.49933917228209e-05	0.000384953742059747	0.392229325028278	0.544434424405094
DCN	4.69536862886438e-10	3.28675804020506e-09	0.44963017102297	0.641439016035924	0.703128893488239	0.820317042402946	0.458170725739946	0.641439016035924	0.291027237955614	0.641439016035924	0.0872089894820473	0.305231463187166	0.993913161341354	0.993913161341354
TNFRSF21	1.1104287216123e-05	7.77300105128609e-05	0.209549144180323	0.366711002315565	0.927797220149882	0.927797220149882	0.742469119883398	0.866213973197297	0.686705988664707	0.866213973197297	0.000553051855801737	0.00193568149530608	0.0887223621155657	0.20701884493632
TNFRSF4	0.000600540684474905	0.00210189239566217	0.472307216677356	0.551025086123582	0.397493118209226	0.551025086123582	0.7741574045498	0.7741574045498	0.43197724036215	0.551025086123582	2.10397120341953e-05	0.000147277984239367	0.247780945556266	0.551025086123582
CCL17	0.650629986557449	0.759068317650357	0.219860140146265	0.583070680179504	0.348071492349213	0.609125111611122	0.012991156185711	0.0909380932999772	0.435510152792864	0.609714213910009	0.902104159726275	0.902104159726275	0.249887434362645	0.583070680179504
ANGPT2	0.0662186688513904	0.154510227319911	0.478787418499383	0.558585321582614	0.435287527173212	0.558585321582614	0.912866969252297	0.912866969252297	2.7335477862196e-05	0.000191348345035372	0.00523264826695231	0.0183142689343331	0.33563256770841	0.558585321582614
LAMP3	0.404478280116182	0.566269592162655	0.0057757578661693	0.013476768354395	0.153564855142399	0.268738496499197	0.868547645548494	0.868547645548494	2.28977426638094e-09	1.60284198646666e-08	0.00434716802045523	0.013476768354395	0.795238654987501	0.868547645548494
CASP8	0.0644714966391499	0.451300476474049	0.367222730855938	0.870739308275504	0.747832381661929	0.870739308275504	0.598543531986405	0.870739308275504	0.816058337534454	0.870739308275504	0.732312344036283	0.870739308275504	0.870739308275504	0.870739308275504
ICOSLG	0.0144401158765393	0.0505404055678876	0.000666466876320878	0.00466526813424614	0.855161300378871	0.928802120530062	0.928802120530062	0.928802120530062	0.59911191228462	0.838756677198468	0.0773884187997339	0.180572977199379	0.54235666024549	0.838756677198468
MMP12	2.92741447360444e-05	0.000204919013152311	0.864275621497965	0.864275621497965	0.121690149366337	0.21295776139109	0.771221491237099	0.864275621497965	0.00135277015129666	0.0047346955295383	0.00374905345975378	0.00874779140609216	0.727756932870507	0.864275621497965
CXCL13	0.000981815698589236	0.00687270989012465	0.166703647443719	0.388975177368677	0.974988335389567	0.974988335389567	0.845270302391904	0.974988335389567	0.345317856210605	0.604306248368559	0.128096585903686	0.388975177368677	0.607753860970434	0.850855405358608
VEGFA	0.00543223085859335	0.0380256160101534	0.0955450269707813	0.222938396265156	0.829474117578255	0.852516939690764	0.852516939690764	0.852516939690764	0.517748933547199	0.724848506966078	0.0307675924772627	0.10768657367042	0.249757726614469	0.437076021575321
CCL20	0.0610906988929045	0.142544964083444	0.679710264848558	0.741775521635806	0.0867087112641342	0.151740244712235	0.578368230174727	0.741775521635806	0.00249035809385646	0.0174325066569952	0.0552343976851867	0.142544964083444	0.741775521635806	0.741775521635806
KLRD1	0.00100348006409698	0.00702436044867886	0.260784744844373	0.608497737970203	0.795554363774031	0.795554363774031	0.612754886369668	0.795554363774031	0.364163117099518	0.637285454924157	0.711719109993481	0.795554363774031	0.0581128373332654	0.203394930666429
GZMB	0.978340832796929	0.978340832796929	0.754558040926263	0.978340832796929	0.816846147038052	0.978340832796929	0.301686882189311	0.978340832796929	0.576974516537904	0.978340832796929	0.94694583033808	0.978340832796929	0.206495070920945	0.978340832796929
CD83	0.0223584662712869	0.0521697546330028	0.546852223315192	0.765593112641268	0.149499439768609	0.261624019595066	0.783382880765964	0.913946694226958	0.00409284969638036	0.0143249739373313	5.10156849792505e-05	0.000357109794854753	0.980909965510237	0.980909965510237
IL12	0.00793644436650708	0.0277775552827748	0.0447518041525343	0.104420876355913	0.270573199387785	0.378802479142899	0.497768185116035	0.497768185116035	0.21033493482133	0.368086135937328	0.00235451018348217	0.0164815712843752	0.48035147861078	0.497768185116035
CSF1	0.00215637412973354	0.00754730945406737	0.196322653335606	0.458086191116414	0.280132526298682	0.490231921022694	0.646549554059216	0.754307813069085	0.580470946873302	0.754307813069085	0.00072389572561696	0.00506727007931872	0.953440585953317	0.953440585953317
ARG1	0.855635642632889	0.855635642632889	0.523520099328473	0.812147802790817	0.0691978039389639	0.242192313786374	0.696126688106415	0.812147802790817	0.689431814147069	0.812147802790817	0.0483884098172532	0.242192313786374	0.691569422290767	0.812147802790817
IL4	0.952920419785966	0.97883898840475	0.0348089022532493	0.195129697585347	0.521771920539318	0.730480688755045	0.0557513421672419	0.195129697585347	0.249414932545952	0.581968175940554	0.97883898840475	0.97883898840475	0.424556864292271	0.730480688755045
IL5	0.338470568560301	0.796728576895492	0.678622021356926	0.796728576895492	0.654009667770878	0.796728576895492	0.49015461566142	0.796728576895492	0.983779029449434	0.983779029449434	0.620940781798157	0.796728576895492	0.682910208767565	0.796728576895492
CD28	0.847720750457728	0.996329333855051	0.0240719152068985	0.168503406448289	0.200688173266172	0.702408606431603	0.996329333855051	0.996329333855051	0.652081882602735	0.996329333855051	0.975566627497824	0.996329333855051	0.693211329396341	0.996329333855051
FGF2	0.506490304891477	0.824046396973901	0.158759998434764	0.555659994521676	0.780304197529701	0.910354897117984	0.293376326928365	0.684544762832851	0.976479713557775	0.976479713557775	0.0859665620073061	0.555659994521676	0.588604569267072	0.824046396973901
NOS3	0.0920741700249595	0.644519190174717	0.206759031843297	0.723656611451539	0.3296595616093	0.769205643755034	0.62279455130863	0.799267973396508	0.76481093885266	0.799267973396508	0.52584360411106	0.799267973396508	0.799267973396508	0.799267973396508
ADGRG1	1.22983578735479e-06	8.60885051148355e-06	1.4215451597268e-05	4.97540805904381e-05	0.725108797558506	0.725108797558506	0.641404956670234	0.725108797558506	0.380240170586587	0.532336238821222	0.021606285709409	0.0504146666552878	0.0293632428052954	0.0513856749092669
MICAB	0.0477743915344293	0.334420740741005	0.855634132490629	0.855634132490629	0.58504350234539	0.855634132490629	0.629722771662914	0.855634132490629	0.843335180340295	0.855634132490629	0.270569927142839	0.631329829999957	0.157521692460093	0.551325923610326
CD4	0.0293812659923509	0.0945024576587557	0.0314858055306597	0.0945024576587557	0.699025577564295	0.815529840491677	0.866675446926762	0.866675446926762	0.234031012303285	0.327643417224599	0.0405010532823239	0.0945024576587557	0.152498414783081	0.266872225870393
IL10	0.258440570092809	0.451119046474943	0.322227890339245	0.451119046474943	0.640287286413463	0.640287286413463	0.199582650490302	0.451119046474943	0.0139014943276513	0.068557409641983	0.0195878313262809	0.068557409641983	0.433255425467552	0.505464663045478
CD8A	0.537128617053312	0.592967899635826	0.587626952223844	0.592967899635826	0.250377307227981	0.584213716865288	0.517264615747501	0.592967899635826	0.592967899635826	0.592967899635826	0.000908481398812373	0.00635936979168661	0.0511501047535048	0.179025366637267
CCL19	0.942176437200758	0.942176437200758	0.832588084305413	0.942176437200758	0.792514728178119	0.942176437200758	0.688412091062006	0.942176437200758	0.0741168980520769	0.518818286364538	0.238338552835545	0.834184934924407	0.732975733364271	0.942176437200758
CXCL10	0.0261145258208127	0.182801680745689	0.835869149716164	0.903600985632002	0.903600985632002	0.903600985632002	0.457689368320441	0.903600985632002	0.753815430777455	0.903600985632002	0.700076453482264	0.903600985632002	0.888245525836288	0.903600985632002
PTN	1.13973421975325e-27	7.97813953827275e-27	0.846154480370273	0.997088239193654	0.91841619032329	0.997088239193654	0.758533568997074	0.997088239193654	0.795052189510662	0.997088239193654	0.997088239193654	0.997088239193654	0.591854747533506	0.997088239193654
IL12RB1	0.00167631255588413	0.0117341878911889	0.335644134491188	0.683398557296425	0.390513461312243	0.683398557296425	0.914749470293421	0.914749470293421	0.669166951731398	0.877171025749547	0.0404344453529673	0.141520558735386	0.751860879213897	0.877171025749547
VEGFC	0.426600358230254	0.648667826929524	0.932688827653324	0.932688827653324	0.463334162092517	0.648667826929524	0.358385744807739	0.648667826929524	0.0157555842995249	0.0729275620645612	0.0208364463041603	0.0729275620645612	0.659653131964702	0.769595320625486
MCP3	0.0165534020717079	0.115873814501955	0.217811970109456	0.508227930255398	0.504619460721276	0.643847756487699	0.551869505560885	0.643847756487699	0.395238610908936	0.643847756487699	0.0392211942432632	0.137274179851421	0.688301087328176	0.688301087328176
CXCL5	0.200275696012176	0.700964936042617	0.585442375994154	0.793180670038807	0.325736859290653	0.76005267167819	0.665506885661405	0.793180670038807	0.793180670038807	0.793180670038807	0.692160836721107	0.793180670038807	0.151174619892958	0.700964936042617
CXCL11	0.816553769881384	0.816553769881384	0.212718252678584	0.744513884375046	0.0165043177121371	0.11553022398496	0.547466266235852	0.816553769881384	0.674939693307493	0.816553769881384	0.810355224615015	0.816553769881384	0.693905599144885	0.816553769881384
PDL2	0.31263822934929	0.63742211433351	0.165549688992157	0.579423911472549	0.63742211433351	0.63742211433351	0.615858948808363	0.63742211433351	0.502076398617854	0.63742211433351	0.0266921504054278	0.186845052837994	0.543502241658411	0.63742211433351
LAPTGFbeta1	0.566927784215453	0.661415748251362	0.458668120625851	0.642135368876192	0.0447964280626301	0.313574996438411	0.703409066991847	0.703409066991847	0.304317628062335	0.532555849109087	0.138544099275494	0.48490434746423	0.248176807404959	0.532555849109087
