feature	a0	a0.2	a0.4	a0.6	a0.8	a1
MICAB	-3.59668899830212e-05	0.00797389186929337	NaN	NaN	NaN	NaN
CD4	0.0814891530315969	0.0578408336315892	0.0615884211625168	0.0590157643473299	0.0613192787320803	0.06288612433927
IL10	-0.0713752106403335	NaN	NaN	NaN	NaN	NaN
CD8A	0.0744150078853311	0.0271957934314768	0.0329658608949114	0.0295273573988212	0.0377352910478471	0.0344763081966832
CCL19	-0.024877651962919	-0.00854742394151052	NaN	-0.0298779265900581	NaN	NaN
CXCL10	0.0915072038272813	0.032775922817572	0.0379260749246615	0.0364918031519641	0.0461089929641948	0.0302964666404269
PTN	0.217945117309257	0.274369004654676	0.406304345304839	0.490557179136454	0.564970518105822	0.59471345524247
IL12RB1	-0.0479736153614199	NaN	NaN	NaN	NaN	NaN
VEGFC	-0.0214383098534647	-0.0205743841109866	-0.0300653035864154	-0.0296410965524585	-0.0414744977541457	-0.0307981399287651
MCP3	-0.0250395110984614	NaN	NaN	NaN	NaN	NaN
CXCL5	0.0153886379534097	NaN	NaN	NaN	NaN	NaN
CXCL11	0.0631749867669778	0.020258198826706	0.0250689953024644	0.0318787321160746	0.0416632988508151	0.0176746969339129
PDL2	0.0422538314361436	0.0136559704466396	0.0149125060545773	0.0153661321147466	0.0412098502277925	NaN
LAPTGFbeta1	0.0609746471042266	0.0275878817956402	0.0305846532267126	0.0378996357904905	0.0492242040503352	0.0374088137383293
