feature	a0	a0.2	a0.4	a0.6	a0.8	a1
NCR1	0	0.143678296013262	0.108611404759005	0.0821920309579663	0.0760224831335716	0.0575882630472919
DCN	0	0.178031421717381	0.141553846112124	0.119099169019797	0.113252718368354	0.094314484159074
TNFRSF21	0	0.138160120229689	0.102655015489846	0.0819120415949684	0.0791086431291915	0.0660355333829213
TNFRSF4	0	0.129014723500413	0.0967626782472982	0.0741259810465036	0.0755379043758811	0.0594466735040664
CCL17	0	0.207796001688752	0.178076176712303	0.147224556059751	0.152059336458438	0.11617379065419
ANGPT2	0	0.192938980366888	0.162276236577312	0.130616447913908	0.12975317024458	0.111176920405105
LAMP3	0	0.186560510511759	0.158274411952621	0.126109677523482	0.127538716523341	0.0993189006403234
CASP8	0	0.186665542622307	0.149415454681936	0.119431469837722	0.111569355882864	0.0934707637626217
ICOSLG	0	0.18179709738734	0.148363206908305	0.123999587054792	0.123127194520963	0.0958065524353578
MMP12	0	0.190490914950997	0.159930566742627	0.131831443718694	0.129353367290392	0.106251035422027
CXCL13	0	0.195522099234662	0.167762731360107	0.140712634843359	0.145380493701166	0.115126951759795
VEGFA	0	0.186645744830699	0.151894604239518	0.126132332637328	0.121577087063352	0.0995125453129778
CCL20	0	0.212813464228783	0.189503281104457	0.149665648632671	0.150333195292858	0.123279901822719
KLRD1	0	0.186314526836452	0.160648250491683	0.136922935949529	0.124969243140755	0.101182163363996
GZMB	0	0.203727634097315	0.167448563750634	0.139122549963659	0.142409811654414	0.1136097633033
CD83	0	0.114811648239441	0.0765696799757525	0.0717650153051065	0.0597207188204031	0.0526259569902051
IL12	0	0.174911868711593	0.150202518220062	0.121314954279401	0.116159139522336	0.0989202715423497
CSF1	0	0.128032010136379	0.0935283719287124	0.0765397663543818	0.0715620885193503	0.0587327417501971
ARG1	0	0.204090812399703	0.181880604945787	0.156593269795399	0.157871586879319	0.137316954505259
IL4	0	0.2184937517458	0.184838364313506	0.160537350246235	0.157918123764758	0.133875883844804
IL5	0	0.218286351596084	0.189133702855296	0.160322088051496	0.158750636460008	0.137533309205858
CD28	0	0.200756245997555	0.177088243609231	0.153014933117574	0.153918584625344	0.130254631498856
FGF2	0	0.20641397983932	0.174934335686795	0.14397806280214	0.140864359852972	0.118428723442641
NOS3	0	0.215619033382389	0.180634247232155	0.15039847728683	0.152753701655105	0.11997778072121
ADGRG1	0	0.208888130407409	0.175372911151627	0.142751418195196	0.147656177096197	0.113736314319216
MICAB	0	0.225321846684824	0.19877189798043	0.161795574045701	0.162408470379858	0.135096834587164
CD4	0	0.170303840061797	0.143586953868839	0.113711550124265	0.103639058783118	0.0943402544429515
IL10	0	0.187718842518229	0.161706509762378	0.128643496978788	0.126199734695853	0.104915186315576
CD8A	0	0.212801458749898	0.183557488910623	0.143103743725127	0.140549513754341	0.110470415819246
CCL19	0	0.205930451208833	0.171226989310058	0.144480500627269	0.13980696047987	0.108317097724071
CXCL10	0	0.185650130614281	0.157375605187433	0.126800622395097	0.124621164508539	0.100374249182696
PTN	0	0.193294329636922	0.158646932793951	0.128408038932328	0.126663186270817	0.0982020262713371
IL12RB1	0	0.161394656737831	0.124996592012748	0.102054494815227	0.098357548875224	0.0785654329379357
VEGFC	0	0.19979611169546	0.169450700069299	0.136811659382577	0.135841949719261	0.119410352496039
MCP3	0	0.193433309552736	0.146968235909113	0.115613109287416	0.119106986560087	0.0968346533788886
CXCL5	0	0.212236601078805	0.181429736468219	0.150837299064518	0.146114247550791	0.120279700368067
CXCL11	0	0.207779467779478	0.166462924972917	0.143124585116207	0.134294273501105	0.11390729514473
PDL2	0	0.178588389827833	0.149389792593112	0.124697519410511	0.119604627530429	0.0935222809907039
LAPTGFbeta1	0	0.183428254618691	0.148095582750341	0.130661239990915	0.126440722576362	0.100325391194911
