feature	a0	a0.2	a0.4	a0.6	a0.8	a1
TWEAK	0.00144616573244109	0.014050829061864	0.0262417070352079	0.00257157605643737	0	0
PDGFsubunitB	0.00406397873325028	0.0121563460970706	0.020013593016717	0.0238579647528071	0.0342405132499227	0.0371599921694298
PDCD1	0.00131895894146302	0	0	0	0	0
FASLG	0.00120810351435539	0	0	0	0	0
MCP2	0.00173693027942052	0.0163414016601563	0.0164958968794866	0	0.0142728239794041	0
CCL4	0.00137356105699749	0	0	0	0	0
Gal1	0.000928622684238259	0	0	0	0	0
PDL1	0.00123468251361197	0	0	0	0	0
CD27	0.000908951215503211	0	0	0	0	0
HGF	0.00128827183052322	0.0137430612283655	0	0	0	0
GZMA	0.00115638948487871	0.0178298783950763	0.0267402544207579	0.0534347277640474	0.0373220110852907	0.0343380943699793
HO1	0.00115539654005782	0	0	0	0	0
CX3CL1	0.00109172361378246	0	0	0	0	0
CD70	0.00143628557283704	0.0156336391154288	0.0272543712276995	0.0244415378070605	0.0294213947569896	0.0417803924898799
TNFRSF12A	0.00109496255992502	0.0124547233644102	0.0172480233706587	0	0	0
CCL23	0.00137645222088612	0.0142355992783431	0.0301275822571223	0.021161988332399	0.0314720411825954	0.0115565394162168
CD5	0.00103965007178091	0	0	0	0	0
CCL3	0.00126690171474399	0	0	0	0	0
MMP7	0.00107293934626448	0.00559571831674655	0.0137881747519074	0.0252534402548848	0.0359011200493812	0.0520905545873076
NCR1	0.00104011836052048	0	0	0	0	0
DCN	0.0017110581327744	0.0127032170845369	0	0	0	0
TNFRSF21	0.000761999238437911	0.00914069011335279	0.013469602927423	0.0115236336975792	0.0218303625365555	0
TNFRSF4	0.00104699164127636	0.0106041551696499	0.0164297488735498	0.00426280140081486	0	0
CCL17	0.00147843504066726	0.010071684796852	0	0.000421231010608248	0	0
ANGPT2	0.00140014690078166	0.0154814995150325	0.0190496174240246	0.0207173530911116	0.0182708139680233	0.011367921244164
LAMP3	0.00123337835982064	0	0	0	0	0
CASP8	0.00117013110281138	0	0	0	0	0
ICOSLG	0.00119077191000971	0.0087700732104219	0	0	0	0
MMP12	0.00130089918530552	0.0168144934419594	0.0173229673088934	0.0178626190847021	0.00612213506855814	0
CXCL13	0.001674018649295	0.0141792956672611	0.0018995452555304	0	0	0
VEGFA	0.00116484790748878	0.00760157885743541	0	0	0	0
CCL20	0.00169745816596058	0.00820561742798821	0.0223593018320992	0.00831330244525097	0	0
KLRD1	0.00139189916005891	0.0102046861181344	0.0180462059318433	0.0256495000928301	0.032225690428945	0.0299260224623758
GZMB	0.00177904949995223	0.019495022605681	0.0291971790623029	0.029449495725915	0.035481369477452	0.0391222812314998
CD83	0.0013280183475864	0	0	0	0	0
IL12	0.00142025667964488	0.0161298250350179	0.00289025532743453	0	0	0
CSF1	0.000807880433788389	0	0	0	0	0
ARG1	0.00318285429740537	0.0126464686544129	0.00627226728840769	0	0	0
IL4	0.00316005442926963	0	0.00145329602355466	0	0	0
IL5	0.00146493456634842	0.00499614886943684	0.00294656153493736	8.67361737988404e-19	0	0
CD28	0.00233536939521755	0	0	0	0	0
FGF2	0.00198632398789334	0.0143842519081843	0.0217440490837208	0.0226189606922179	0.0339927649868059	0.0312836724999115
NOS3	0.00159063518659174	0	0	0	0	0
ADGRG1	0.0014779123694846	0.00600800651985015	0	0	0	0
MICAB	0.00160791298632191	0	0	0	0	0
CD4	0.0018756673518208	0.00887874977981058	0.0185024654975396	0.0287395826065332	0.038030693890304	0.053448629434424
IL10	0.00140526111351039	0	0	0	0	0
CD8A	0.00144125083472343	0.0150437413092235	0.0226184787537199	0.0249381504373561	0.0295801939391661	0.0248134053718745
CCL19	0.00142354539864	0.00736578310684869	0	0	0	0
CXCL10	0.00127155045200914	0.0117066612976407	0.0227263321267885	0.0278520788204662	0.0333915179345511	0.0229400967060887
PTN	0.00149944756981075	0.00268300721369147	0.00544272673806526	0.00915791832521186	0.00999453416411445	0.0119060164543824
IL12RB1	0.00114150668879381	0	0	0	0	0
VEGFC	0.00137046333929294	0.0191902609062819	0.027075366021255	0.0212673310626074	0.0298539461594147	0.0203161786019321
MCP3	0.00106334368660482	0	0	0	0	0
CXCL5	0.00127620820871561	0	0	0	0	0
CXCL11	0.00138097945235431	0.0135583386675898	0.0202751031319331	0.0275240951441724	0.0358220807087103	0.00829118522693623
PDL2	0.00180724031447558	0.0116037823117373	0.0102259123853542	0.0104269524011778	0.0324864553112573	0
LAPTGFbeta1	0.00156663510114371	0.0175738609491994	0.0241441833264353	0.0323748844217608	0.0446002866381638	0.033783173453963
