feature	a0	a0.2	a0.4	a0.6	a0.8	a1
VEGFA	0.0461274292076561	0.0412801517466907	0.0605329620232428	0.0699496151001669	0.0778614980926785	0.0848618768843266
CCL20	0.0495038449392175	0.0427323223715698	0.0619277988146568	0.0707428859831268	0.0808973773631606	0.0816614307494101
KLRD1	0.0463178455509684	0.0386781021503569	0.0574617040438207	0.0717665618224389	0.0815393357535097	0.0811191491489994
GZMB	0.045830716081284	0.0419586467524559	0.0590813664712688	0.0683188269795433	0.0832256683539286	0.0846353661125886
CD83	0.0292493420775448	0.0286501216947319	0.0450977628185402	0.0583017588431682	0.0665649387941623	0.0743636265593859
IL12	0.0424903518487606	0.037769038217679	0.060959176969784	0.0704201532619722	0.0806596281555371	0.092371449408098
CSF1	0.0337537636549973	0.0315659526010841	0.0464237457788101	0.0576125829969999	0.0693413501507026	0.0747147690924105
ARG1	0.0494900660477488	0.0390494052342545	0.0487900119808188	0.049781403356919	0.0511024835198134	0.051479292097431
IL4	0.0516729514468481	0.0407841274117383	0.049610124364481	0.0524344083282564	0.0534971177830073	0.0513353214738135
IL5	0.053875729781195	0.0406522360526168	0.0562830300894334	0.0577924679702219	0.0616337429853646	0.0617412683049752
CD28	0.0464475300713282	0.0391950628368895	0.0498664090008835	0.0570378075744111	0.0565797521831891	0.0567330115689835
FGF2	0.0474946755798856	0.040035206124005	0.0574541219081744	0.0588003298574963	0.069209104556325	0.0750363410966656
NOS3	0.0495880643228329	0.0440911314677049	0.0591679808094951	0.0700251619592083	0.0780162816747337	0.0792991965382758
ADGRG1	0.0484448118182068	0.0416419698699073	0.0576726743314156	0.0702602352502121	0.079262300956999	0.0786882506160393
MICAB	0.053381947622872	0.0443220670347514	0.0605857764480484	0.0666061103115374	0.0814587356968464	0.0793768308479098
CD4	0.0438401047567006	0.0387455204155254	0.0557110964928034	0.0697597895340728	0.0792217232483449	0.0855978463056499
IL10	0.0469137088416983	0.0416231216663154	0.0581055521772573	0.0672309224251737	0.0823379319797998	0.0789930158313035
CD8A	0.0493152242946009	0.0446046394926398	0.065516018087426	0.0734030055979222	0.0830515466634808	0.0893372878283376
CCL19	0.0495324992778435	0.0420190509156316	0.0610987494168003	0.0660935387497161	0.0795735056328275	0.0762633921612609
CXCL10	0.044332995580812	0.0389503664117483	0.0586252196129286	0.0686405178311503	0.0843069607829579	0.082451624468232
PTN	0.0433533117794132	0.0401749676487043	0.0588335296016759	0.0695649206671103	0.0804752015989102	0.0847233553379794
IL12RB1	0.041725237816581	0.0359460370585801	0.0535729333941346	0.0608378485725715	0.0771449663663076	0.082079416293511
VEGFC	0.0450849973206732	0.0412642142386691	0.0621302119009984	0.0692570037152359	0.0805065519525479	0.0894800825692168
MCP3	0.0374039290316872	0.0356765107969136	0.0502668713072396	0.0520525487977777	0.0656560995754303	0.0634229592060959
CXCL5	0.0478493095852951	0.0427192122026541	0.0631945213045991	0.0686988201797992	0.0798712528946409	0.0861393245715312
CXCL11	0.0477804186410154	0.0416929083651853	0.0580068698259202	0.0690835225505078	0.078365711520562	0.0844510322663306
PDL2	0.0446002373977314	0.0411420456092677	0.0610224489436032	0.0713739404377901	0.0865851026819792	0.0912202128021046
LAPTGFbeta1	0.041925528066706	0.0422598786928972	0.059965730852059	0.073652924368302	0.0807059907901656	0.0874486634366016
